node_id,name,tier,region,category,failed_firms,failed_oems,production_value_at_risk,share_of_oem_value,deepest_cascade,rank_impact,rank_customers,rank_betweenness,rank_pagerank,betweenness,pagerank,customers,best_centrality_rank,rank_gap
EQUIPMENT_0053,Lethe Precision - Grenoble,EQUIPMENT,Europe,Metrology system,2,0,0.0,0.0,2,326,1211.0,688.0,1109.0,0.00012615184780575826,0.00019751857767486613,1.0,688.0,362.0
EQUIPMENT_0054,Yarrow Systems - Malta,EQUIPMENT,North America,Deposition system,1,0,0.0,0.0,1,326,638.0,1007.0,731.0,2.0768633340661652e-05,0.00028340462245554356,4.0,638.0,312.0
RAW_MATERIAL_0000,Korrin Minerals - Batam,RAW_MATERIAL,Southeast Asia,Crude industrial gas,0,0,0.0,0.0,0,326,1211.0,1111.0,830.0,0.0,0.0002560311379734352,1.0,830.0,504.0
RAW_MATERIAL_0001,Granth Extraction - Pune,RAW_MATERIAL,South Asia,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0002,Yarrow Feedstock - Tianjin,RAW_MATERIAL,China,Rare earth elements,0,0,0.0,0.0,0,326,975.0,1111.0,377.0,0.0,0.00046888780431521244,2.0,377.0,51.0
EQUIPMENT_0058,Faryn Instruments - Malta,EQUIPMENT,North America,Test handler,1,0,0.0,0.0,1,326,1211.0,1111.0,755.0,0.0,0.0002768574684237086,1.0,755.0,429.0
RAW_MATERIAL_0003,Trellis Resources - Johannesburg,RAW_MATERIAL,Rest of World,Substrate resin,0,0,0.0,0.0,0,326,1211.0,1111.0,1506.0,0.0,0.00012139645660798551,1.0,1111.0,785.0
RAW_MATERIAL_0004,Belan Resources - Leixlip,RAW_MATERIAL,Europe,Substrate resin,0,0,0.0,0.0,0,326,267.0,1111.0,135.0,0.0,0.0008534025424169467,10.0,135.0,-191.0
EQUIPMENT_0061,Korrin Instruments - Leixlip,EQUIPMENT,Europe,Etch system,0,0,0.0,0.0,0,326,1211.0,1058.0,1284.0,9.924536916909594e-06,0.0001589072169331094,1.0,1058.0,732.0
EQUIPMENT_0062,Belan Technologies - Dresden,EQUIPMENT,Europe,Ion implantation system,0,0,0.0,0.0,0,326,975.0,1111.0,1088.0,0.0,0.00020115308898304002,2.0,975.0,649.0
EQUIPMENT_0063,Umber Systems - Crolles,EQUIPMENT,Europe,Deposition system,0,0,0.0,0.0,0,326,774.0,907.0,1148.0,4.059915308237333e-05,0.00018990224326386935,3.0,774.0,448.0
RAW_MATERIAL_0005,Korrin Resources - Guadalajara,RAW_MATERIAL,North America,Silicon feedstock,0,0,0.0,0.0,0,326,1211.0,1111.0,1080.0,0.0,0.00020268903076759378,1.0,1080.0,754.0
EQUIPMENT_0065,Rivet Precision - Hiroshima,EQUIPMENT,Japan,Deposition system,2,0,0.0,0.0,1,326,267.0,415.0,293.0,0.0002831039946451951,0.0005398466571845462,10.0,267.0,-59.0
EQUIPMENT_0066,Ferrin Technologies - Hillsboro,EQUIPMENT,North America,Etch system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0067,Belan Instruments - Eindhoven,EQUIPMENT,Europe,Metrology system,0,0,0.0,0.0,0,326,975.0,975.0,588.0,2.6254031673294145e-05,0.0003364139656072847,2.0,588.0,262.0
RAW_MATERIAL_0006,Quarn Minerals - Perth,RAW_MATERIAL,Rest of World,Copper,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0069,Cortex Systems - Hsinchu,EQUIPMENT,Taiwan,Etch system,2,0,0.0,0.0,2,326,234.0,533.0,365.0,0.00020779139379093674,0.0004758171123344974,11.0,234.0,-92.0
EQUIPMENT_0070,Jorel Instruments - Malta,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,1211.0,1095.0,1266.0,3.79310151741439e-06,0.00016338795989990354,1.0,1095.0,769.0
EQUIPMENT_0071,Quill Technologies - Gumi,EQUIPMENT,Korea,Ion implantation system,0,0,0.0,0.0,0,326,975.0,1096.0,1350.0,3.704147774093395e-06,0.00014792927125413196,2.0,975.0,649.0
EQUIPMENT_0072,Cortex Instruments - Yokkaichi,EQUIPMENT,Japan,Etch system,0,0,0.0,0.0,0,326,457.0,1111.0,749.0,0.0,0.0002778822463377568,6.0,457.0,131.0
EQUIPMENT_0073,Thorne Systems - Malta,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0074,Stade Systems - Chengdu,EQUIPMENT,China,Metrology system,2,0,0.0,0.0,2,326,774.0,845.0,630.0,6.365173132590866e-05,0.0003204953734002749,3.0,630.0,304.0
EQUIPMENT_0075,Nevin Systems - Austin,EQUIPMENT,North America,Test handler,0,0,0.0,0.0,0,326,304.0,457.0,137.0,0.00024791163703711383,0.0008517421855380292,9.0,137.0,-189.0
EQUIPMENT_0076,Alder Technologies - Austin,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,1211.0,1109.0,1511.0,2.8700910192364734e-07,0.00011988373054192184,1.0,1109.0,783.0
EQUIPMENT_0077,Rivet Precision - Hiroshima 2,EQUIPMENT,Japan,Metrology system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0078,Trellis Precision - Malta,EQUIPMENT,North America,Test handler,1,0,0.0,0.0,1,326,549.0,1107.0,214.0,6.673580943876369e-07,0.0006586398920587825,5.0,214.0,-112.0
EQUIPMENT_0079,Kestrel Instruments - Shenzhen,EQUIPMENT,China,Test handler,0,0,0.0,0.0,0,326,774.0,1103.0,299.0,1.652219489119992e-06,0.0005298993968490163,3.0,299.0,-27.0
EQUIPMENT_0080,Cortex Systems - Grenoble,EQUIPMENT,Europe,Test handler,0,0,0.0,0.0,0,326,1211.0,1086.0,737.0,4.603597608773872e-06,0.0002824364841539249,1.0,737.0,411.0
EQUIPMENT_0081,Prendel Instruments - Cheongju,EQUIPMENT,Korea,Test handler,1,0,0.0,0.0,1,326,1211.0,562.0,401.0,0.00019715864151007448,0.0004511534759230766,1.0,401.0,75.0
EQUIPMENT_0082,Prendel Instruments - Chandler,EQUIPMENT,North America,Lithography system,13,0,0.0,0.0,1,326,121.0,834.0,198.0,6.587100101554653e-05,0.0007071598329443954,18.0,121.0,-205.0
EQUIPMENT_0083,Ader Technologies - Malta,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,774.0,1111.0,1165.0,0.0,0.00018594221611340742,3.0,774.0,448.0
EQUIPMENT_0084,Vantor Technologies - Chandler,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0085,Elstow Instruments - Kitakyushu,EQUIPMENT,Japan,Deposition system,0,0,0.0,0.0,0,326,457.0,1111.0,649.0,0.0,0.0003121174536073527,6.0,457.0,131.0
EQUIPMENT_0086,Dyne Technologies - Malta,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0087,Oxbow Technologies - Chandler,EQUIPMENT,North America,Deposition system,1,0,0.0,0.0,1,326,407.0,1059.0,620.0,9.870369257331642e-06,0.000323274560693309,7.0,407.0,81.0
EQUIPMENT_0088,Granth Systems - Nagano,EQUIPMENT,Japan,Etch system,0,0,0.0,0.0,0,326,638.0,1111.0,780.0,0.0,0.0002686955306017241,4.0,638.0,312.0
EQUIPMENT_0089,Brant Systems - Ottawa,EQUIPMENT,North America,Metrology system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0090,Quill Precision - Dresden,EQUIPMENT,Europe,Metrology system,0,0,0.0,0.0,0,326,975.0,1111.0,1246.0,0.0,0.0001678187715073191,2.0,975.0,649.0
EQUIPMENT_0091,Rivet Technologies - Austin,EQUIPMENT,North America,Ion implantation system,4,0,0.0,0.0,3,326,975.0,891.0,1138.0,4.8163373379970245e-05,0.00019314138118095223,2.0,891.0,565.0
EQUIPMENT_0092,Gethin Systems - Kumamoto 2,EQUIPMENT,Japan,Test handler,0,0,0.0,0.0,0,326,348.0,1111.0,63.0,0.0,0.00143681075213003,8.0,63.0,-263.0
EQUIPMENT_0093,Elstow Instruments - Chandler,EQUIPMENT,North America,Test handler,0,0,0.0,0.0,0,326,549.0,68.0,199.0,0.001248659706261941,0.0006978060241257047,5.0,68.0,-258.0
EQUIPMENT_0094,Ader Precision - Ottawa,EQUIPMENT,North America,Metrology system,0,0,0.0,0.0,0,326,975.0,1111.0,680.0,0.0,0.0002998595995554175,2.0,680.0,354.0
RAW_MATERIAL_0007,Doran Resources - Perth,RAW_MATERIAL,Rest of World,Silicon feedstock,0,0,0.0,0.0,0,326,1211.0,1111.0,1049.0,0.0,0.0002084665771752996,1.0,1049.0,723.0
EQUIPMENT_0096,Kestrel Instruments - Chandler,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,975.0,941.0,1305.0,3.199362855436917e-05,0.00015580821052592824,2.0,941.0,615.0
EQUIPMENT_0097,Orvid Systems - Taoyuan,EQUIPMENT,Taiwan,Etch system,0,0,0.0,0.0,0,326,348.0,560.0,429.0,0.00019812312838514824,0.0004266771682439735,8.0,348.0,22.0
EQUIPMENT_0098,Lumen Systems - Nagano,EQUIPMENT,Japan,Metrology system,2,0,0.0,0.0,2,326,457.0,487.0,163.0,0.00022972407215083497,0.000779364668218966,6.0,163.0,-163.0
EQUIPMENT_0099,Ulvid Instruments - Crolles,EQUIPMENT,Europe,Deposition system,1,0,0.0,0.0,1,326,1211.0,1111.0,1322.0,0.0,0.0001529825057832894,1.0,1111.0,785.0
EQUIPMENT_0100,Verity Precision - Guadalajara,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,975.0,826.0,1253.0,6.980171678412867e-05,0.0001672493807439526,2.0,826.0,500.0
EQUIPMENT_0101,Jorel Systems - Hiroshima,EQUIPMENT,Japan,Etch system,0,0,0.0,0.0,0,326,549.0,1098.0,586.0,3.2145880729631104e-06,0.00033745796849069356,5.0,549.0,223.0
RAW_MATERIAL_0008,Noral Minerals - Malta,RAW_MATERIAL,North America,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0103,Thorne Technologies - Dresden,EQUIPMENT,Europe,Etch system,0,0,0.0,0.0,0,326,774.0,540.0,1047.0,0.00020579662340916604,0.00020901623542201936,3.0,540.0,214.0
EQUIPMENT_0104,Korrin Instruments - Hillsboro,EQUIPMENT,North America,Ion implantation system,0,0,0.0,0.0,0,326,975.0,1071.0,1285.0,7.3007708921311244e-06,0.0001587729733548366,2.0,975.0,649.0
RAW_MATERIAL_0009,Mervi Minerals - Batangas,RAW_MATERIAL,Southeast Asia,Substrate resin,0,0,0.0,0.0,0,326,774.0,1111.0,1000.0,0.0,0.00022038764785938406,3.0,774.0,448.0
EQUIPMENT_0106,Gethin Precision - Austin,EQUIPMENT,North America,Etch system,1,0,0.0,0.0,1,326,193.0,1111.0,492.0,0.0,0.00038451064257560293,13.0,193.0,-133.0
RAW_MATERIAL_0010,Ulvid Feedstock - Belo Horizonte,RAW_MATERIAL,Rest of World,Copper,0,0,0.0,0.0,0,326,774.0,1111.0,408.0,0.0,0.0004453994798123921,3.0,408.0,82.0
EQUIPMENT_0108,Prendel Instruments - Xi'an,EQUIPMENT,China,Test handler,0,0,0.0,0.0,0,326,304.0,1008.0,109.0,2.059175501780338e-05,0.000988920482646695,9.0,109.0,-217.0
EQUIPMENT_0109,Palter Instruments - Crolles,EQUIPMENT,Europe,Deposition system,0,0,0.0,0.0,0,326,975.0,1111.0,1217.0,0.0,0.00017496870519382858,2.0,975.0,649.0
EQUIPMENT_0110,Alder Precision - Nagano,EQUIPMENT,Japan,Etch system,0,0,0.0,0.0,0,326,774.0,989.0,1195.0,2.314282155008259e-05,0.00017819283010350541,3.0,774.0,448.0
EQUIPMENT_0111,Mervi Systems - Ottawa 2,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0112,Xanthe Precision - Kitakyushu,EQUIPMENT,Japan,Deposition system,0,0,0.0,0.0,0,326,407.0,920.0,403.0,3.773856644719104e-05,0.0004492215994837243,7.0,403.0,77.0
EQUIPMENT_0113,Wend Systems - Grenoble,EQUIPMENT,Europe,Etch system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0114,Granth Instruments - Shanghai,EQUIPMENT,China,Deposition system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0115,Korrin Systems - Malta,EQUIPMENT,North America,Ion implantation system,3,0,0.0,0.0,2,326,407.0,1039.0,700.0,1.418698730902612e-05,0.0002936916565426157,7.0,407.0,81.0
RAW_MATERIAL_0011,Oxbow Minerals - Bengaluru,RAW_MATERIAL,South Asia,Silicon feedstock,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0117,Stade Precision - Austin,EQUIPMENT,North America,Test handler,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0012,Dyne Resources - Guadalajara,RAW_MATERIAL,North America,Substrate resin,0,0,0.0,0.0,0,326,1211.0,1111.0,992.0,0.0,0.00022241730537813945,1.0,992.0,666.0
EQUIPMENT_0119,Palter Instruments - Chandler,EQUIPMENT,North America,Test handler,0,0,0.0,0.0,0,326,1211.0,856.0,1081.0,5.856748874121511e-05,0.00020245253560609752,1.0,856.0,530.0
EQUIPMENT_0120,Mervi Technologies - Sendai,EQUIPMENT,Japan,Ion implantation system,2,0,0.0,0.0,1,326,407.0,1046.0,397.0,1.1765313612948255e-05,0.0004546011140104212,7.0,397.0,71.0
EQUIPMENT_0121,Yarrow Technologies - Hillsboro,EQUIPMENT,North America,Lithography system,1,0,0.0,0.0,1,326,638.0,925.0,1027.0,3.645703213084591e-05,0.00021402334495381492,4.0,638.0,312.0
EQUIPMENT_0122,Korrin Precision - Crolles,EQUIPMENT,Europe,Deposition system,0,0,0.0,0.0,0,326,1211.0,1081.0,1280.0,5.571983264833911e-06,0.0001599383549153621,1.0,1081.0,755.0
EQUIPMENT_0123,Jarn Technologies - Ottawa,EQUIPMENT,North America,Deposition system,0,0,0.0,0.0,0,326,975.0,1074.0,1200.0,7.000053558413898e-06,0.000176971476236541,2.0,975.0,649.0
EQUIPMENT_0124,Mordant Technologies - Eindhoven,EQUIPMENT,Europe,Ion implantation system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0125,Lumen Precision - Hiroshima,EQUIPMENT,Japan,Ion implantation system,2,0,0.0,0.0,1,326,267.0,516.0,411.0,0.00021658622552776598,0.0004425408139402831,10.0,267.0,-59.0
EQUIPMENT_0126,Brant Instruments - Tainan,EQUIPMENT,Taiwan,Test handler,0,0,0.0,0.0,0,326,1211.0,1111.0,1306.0,0.0,0.0001553498725964007,1.0,1111.0,785.0
RAW_MATERIAL_0013,Stade Extraction - Batangas,RAW_MATERIAL,Southeast Asia,Copper,0,0,0.0,0.0,0,326,638.0,1111.0,373.0,0.0,0.0004718141108522291,4.0,373.0,47.0
EQUIPMENT_0128,Nevin Systems - Chandler,EQUIPMENT,North America,Etch system,1,0,0.0,0.0,1,326,549.0,945.0,775.0,3.1557273956420676e-05,0.00027088232879787766,5.0,549.0,223.0
EQUIPMENT_0129,Gethin Technologies - Wuxi,EQUIPMENT,China,Ion implantation system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0130,Ulvid Instruments - Nagano,EQUIPMENT,Japan,Metrology system,1,0,0.0,0.0,1,326,549.0,965.0,466.0,2.823235121093181e-05,0.0004011598046183948,5.0,466.0,140.0
RAW_MATERIAL_0014,Alder Feedstock - Xi'an,RAW_MATERIAL,China,Substrate resin,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0132,Wend Technologies - Hwaseong,EQUIPMENT,Korea,Deposition system,0,0,0.0,0.0,0,326,774.0,1097.0,1201.0,3.505355193374706e-06,0.0001769360056526239,3.0,774.0,448.0
EQUIPMENT_0133,Jarn Systems - Hillsboro,EQUIPMENT,North America,Ion implantation system,5,0,0.0,0.0,2,326,407.0,766.0,692.0,9.192695512991266e-05,0.00029516508685614577,7.0,407.0,81.0
EQUIPMENT_0134,Halcy Systems - Leixlip,EQUIPMENT,Europe,Metrology system,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
EQUIPMENT_0135,Vantor Systems - Austin,EQUIPMENT,North America,Test handler,0,0,0.0,0.0,0,326,975.0,1111.0,410.0,0.0,0.00044370277687788177,2.0,410.0,84.0
EQUIPMENT_0136,Trellis Instruments - Crolles,EQUIPMENT,Europe,Etch system,1,0,0.0,0.0,1,326,213.0,959.0,321.0,2.9051536571413e-05,0.0005109658129801441,12.0,213.0,-113.0
HUB_030,Rotterdam Port,LOGISTICS,Europe,Freight,0,0,0.0,0.0,0,326,23.0,25.0,17.0,0.0024685656283796684,0.005554627188526397,72.0,17.0,-309.0
EQUIPMENT_0138,Lethe Precision - Yokkaichi,EQUIPMENT,Japan,Test handler,0,0,0.0,0.0,0,326,213.0,1111.0,42.0,0.0,0.0017868551190819797,12.0,42.0,-284.0
EQUIPMENT_0139,Thorne Precision - Icheon,EQUIPMENT,Korea,Metrology system,0,0,0.0,0.0,0,326,457.0,662.0,120.0,0.00014289261931550872,0.0009133680399652846,6.0,120.0,-206.0
FAB_0000,Halcy Foundry - Villach,FAB,Europe,Power die,0,0,0.0,0.0,0,326,549.0,79.0,477.0,0.0011343226634689502,0.0003919540799014976,5.0,79.0,-247.0
FAB_0001,Yarrow Semiconductor - Taoyuan,FAB,Taiwan,Logic die,1,0,0.0,0.0,1,326,638.0,297.0,798.0,0.00042380574508433616,0.00026499422820683695,4.0,297.0,-29.0
FAB_0002,Mordant Foundry - Hsinchu,FAB,Taiwan,Power die,0,0,0.0,0.0,0,326,457.0,112.0,453.0,0.0008848291402610649,0.00040924052016924866,6.0,112.0,-214.0
HUB_031,Busan Port,LOGISTICS,Korea,Freight,0,0,0.0,0.0,0,326,3.0,4.0,2.0,0.02691684769642394,0.030654459876504135,690.0,2.0,-324.0
FAB_0004,Halcy Microelectronics - Hsinchu,FAB,Taiwan,Power die,1,0,0.0,0.0,1,326,457.0,56.0,378.0,0.0013686553725189578,0.00046783042586805217,6.0,56.0,-270.0
FAB_0005,Nevin Wafer Works - Hsinchu,FAB,Taiwan,Analog die,0,0,0.0,0.0,0,326,975.0,411.0,1291.0,0.0002860044978893502,0.00015816175153089888,2.0,411.0,85.0
FAB_0006,Renbeck Foundry - Guadalajara,FAB,North America,Memory die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0007,Doran Wafer Works - Taoyuan,FAB,Taiwan,RF die,0,0,0.0,0.0,0,326,407.0,156.0,573.0,0.0006799498133653536,0.0003414944456182154,7.0,156.0,-170.0
FAB_0008,Stade Semiconductor - Icheon,FAB,Korea,RF die,1,0,0.0,0.0,1,326,774.0,368.0,828.0,0.0003269415118819431,0.0002562732092986522,3.0,368.0,42.0
FAB_0009,Palter Wafer Works - Taichung,FAB,Taiwan,Power die,0,0,0.0,0.0,0,326,1211.0,997.0,1296.0,2.2313805449852974e-05,0.00015750367645891484,1.0,997.0,671.0
FAB_0010,Isar Foundry - Taoyuan,FAB,Taiwan,Analog die,0,0,0.0,0.0,0,326,975.0,393.0,1058.0,0.00030433481444881364,0.00020669135184491364,2.0,393.0,67.0
FAB_0011,Ferrin Semiconductor - Gumi,FAB,Korea,Memory die,3,0,0.0,0.0,2,326,267.0,58.0,161.0,0.0013450802864529603,0.0007837637104362884,10.0,58.0,-268.0
FAB_0012,Alder Foundry - Xi'an,FAB,China,RF die,1,0,0.0,0.0,1,326,348.0,49.0,594.0,0.001489961858219408,0.0003320887512143096,8.0,49.0,-277.0
FAB_0013,Halcy Foundry - Tainan,FAB,Taiwan,Power die,0,0,0.0,0.0,0,326,638.0,117.0,665.0,0.0008692589325291276,0.0003055937633211405,4.0,117.0,-209.0
FAB_0014,Cortex Semiconductor - Tianjin,FAB,China,Memory die,0,0,0.0,0.0,0,326,774.0,257.0,871.0,0.00047519778798842886,0.0002470409916711088,3.0,257.0,-69.0
FAB_0015,Elstow Wafer Works - Wuxi,FAB,China,MEMS die,0,0,0.0,0.0,0,326,774.0,88.0,1116.0,0.0010549225940068188,0.0001966871704238621,3.0,88.0,-238.0
HUB_032,Frankfurt Air Cargo Hub,LOGISTICS,Europe,Freight,0,0,0.0,0.0,0,326,975.0,940.0,501.0,3.1993800309139384e-05,0.00037608630989144495,2.0,501.0,175.0
FAB_0017,Ember Semiconductor - Guadalajara,FAB,North America,Logic die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0018,Holt Semiconductor - Taoyuan,FAB,Taiwan,MEMS die,0,0,0.0,0.0,0,326,457.0,221.0,690.0,0.0005238028406549215,0.0002956272668014612,6.0,221.0,-105.0
FAB_0019,Jorel Wafer Works - Taichung,FAB,Taiwan,Logic die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0020,Trellis Semiconductor - Taichung,FAB,Taiwan,RF die,2,0,0.0,0.0,2,326,407.0,193.0,677.0,0.0005814820319794619,0.00030110820638272923,7.0,193.0,-133.0
FAB_0021,Belan Semiconductor - Xi'an,FAB,China,MEMS die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0022,Vantor Semiconductor - Gumi,FAB,Korea,Power die,0,0,0.0,0.0,0,326,975.0,536.0,654.0,0.00020687741729214992,0.000311044327091173,2.0,536.0,210.0
FAB_0023,Xanthe Wafer Works - Kitakyushu,FAB,Japan,Logic die,1,0,0.0,0.0,1,326,774.0,200.0,682.0,0.0005653520091705543,0.0002994631675334641,3.0,200.0,-126.0
FAB_0024,Cortex Foundry - Yokkaichi,FAB,Japan,Memory die,0,0,0.0,0.0,0,326,638.0,60.0,388.0,0.0013309684033687144,0.00046164974020787016,4.0,60.0,-266.0
FAB_0025,Brant Semiconductor - Tainan,FAB,Taiwan,Power die,0,0,0.0,0.0,0,326,1211.0,867.0,1383.0,5.398361210072556e-05,0.00014238719736357655,1.0,867.0,541.0
FAB_0026,Quarn Semiconductor - Icheon,FAB,Korea,Analog die,0,0,0.0,0.0,0,326,638.0,331.0,1102.0,0.0003723443411602332,0.00019897158723682087,4.0,331.0,5.0
FAB_0027,Lumen Foundry - Hsinchu,FAB,Taiwan,Memory die,0,0,0.0,0.0,0,326,774.0,508.0,1370.0,0.00021917797733038294,0.0001444688297851304,3.0,508.0,182.0
HUB_033,Shenzhen Port,LOGISTICS,China,Freight,0,0,0.0,0.0,0,326,101.0,576.0,40.0,0.0001881487016658803,0.001827436745550723,20.0,40.0,-286.0
FAB_0029,Nevin Microelectronics - Taoyuan,FAB,Taiwan,Logic die,0,0,0.0,0.0,0,326,457.0,168.0,874.0,0.0006375808240418729,0.0002466699579879828,6.0,168.0,-158.0
FAB_0030,Solvex Semiconductor - Icheon,FAB,Korea,MEMS die,0,0,0.0,0.0,0,326,774.0,282.0,709.0,0.00044645981586033455,0.0002907662280724416,3.0,282.0,-44.0
FAB_0031,Isar Semiconductor - Pyeongtaek,FAB,Korea,Logic die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0032,Nevin Wafer Works - Hiroshima,FAB,Japan,Memory die,0,0,0.0,0.0,0,326,975.0,140.0,744.0,0.0007292052788734134,0.0002806402051374225,2.0,140.0,-186.0
FAB_0033,Belan Wafer Works - Hsinchu,FAB,Taiwan,Analog die,0,0,0.0,0.0,0,326,1211.0,1021.0,1521.0,1.771829125517794e-05,0.00011837432866905449,1.0,1021.0,695.0
FAB_0034,Isar Wafer Works - Hillsboro,FAB,North America,Memory die,1,0,0.0,0.0,1,326,638.0,195.0,1041.0,0.0005797546746542107,0.00021004420212693506,4.0,195.0,-131.0
FAB_0035,Granth Semiconductor - Pyeongtaek,FAB,Korea,Analog die,0,0,0.0,0.0,0,326,638.0,262.0,552.0,0.0004687525227127046,0.00034887021750011637,4.0,262.0,-64.0
FAB_0036,Vantor Wafer Works - Taichung,FAB,Taiwan,Analog die,0,0,0.0,0.0,0,326,1211.0,1018.0,1468.0,1.8196227146074255e-05,0.00012779659087123555,1.0,1018.0,692.0
FAB_0037,Oxbow Wafer Works - Hillsboro,FAB,North America,Logic die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0038,Jarn Semiconductor - Chengdu,FAB,China,Logic die,0,0,0.0,0.0,0,326,975.0,862.0,859.0,5.6114815241954814e-05,0.00024955206211451037,2.0,859.0,533.0
FAB_0039,Jarn Semiconductor - Taichung,FAB,Taiwan,Memory die,0,0,0.0,0.0,0,326,774.0,31.0,461.0,0.0019544082009238625,0.00040419225806855865,3.0,31.0,-295.0
FAB_0040,Vantor Foundry - Hwaseong,FAB,Korea,MEMS die,0,0,0.0,0.0,0,326,457.0,106.0,443.0,0.000917334688764072,0.0004161896161224103,6.0,106.0,-220.0
FAB_0041,Doran Foundry - Cheongju,FAB,Korea,Analog die,1,0,0.0,0.0,1,326,774.0,404.0,641.0,0.0002912034284093593,0.00031757591212152534,3.0,404.0,78.0
FAB_0042,Ystad Semiconductor - Gumi,FAB,Korea,Analog die,0,0,0.0,0.0,0,326,975.0,584.0,834.0,0.00018248273164569662,0.00025496404151792055,2.0,584.0,258.0
FAB_0043,Wend Wafer Works - Dalian,FAB,China,Memory die,0,0,0.0,0.0,0,326,975.0,588.0,1231.0,0.00018031439210712666,0.0001723376038349852,2.0,588.0,262.0
HUB_034,Shanghai Port,LOGISTICS,China,Freight,0,0,0.0,0.0,0,326,11.0,9.0,9.0,0.0082434910989291,0.011543404403359329,283.0,9.0,-317.0
FAB_0045,Elstow Wafer Works - Gumi,FAB,Korea,Logic die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0046,Umber Wafer Works - Dresden,FAB,Europe,Logic die,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
FAB_0047,Renbeck Wafer Works - Grenoble,FAB,Europe,Analog die,0,0,0.0,0.0,0,326,1211.0,295.0,1105.0,0.0004274225358182867,0.00019873665317009869,1.0,295.0,-31.0
