relationship_id,supplier_node_id,buyer_node_id,category_id,via_hub_node_id,lead_time_days,annual_volume_units,unit_cost_usd,annual_value_usd,qualified_alternatives,is_single_source,sourcing_type,is_routed_freight
7720,OSAT_0135,EMS_0240,Logic IC,,21,5337739,75.13688364732053,401061074.18276507,3,0,Multi-sourced,Direct
7721,OSAT_0115,EMS_0240,Logic IC,HUB_026,67,2319788,66.52170252414972,154316247.25509223,3,0,Multi-sourced,Crosses a hub
7722,OSAT_0048,EMS_0240,Logic IC,,34,15223438,52.08450819079162,792905281.2030083,3,0,Multi-sourced,Direct
7723,OSAT_0162,EMS_0240,Analog IC,,27,46298741,9.29763337999771,430468719.7734685,1,0,Multi-sourced,Direct
7724,OSAT_0051,EMS_0240,Analog IC,,22,23304250,7.480973897916956,174338485.96053123,1,0,Multi-sourced,Direct
7725,REFINED_MATERIAL_0047,EMS_0241,PCB laminate,,32,8485604,12.783100178325187,108472326.00559692,0,1,Sole-sourced,Direct
7726,OSAT_0089,EMS_0241,Logic IC,,31,33947279,35.1169341092937,1192124359.8328097,4,0,Multi-sourced,Direct
7727,OSAT_0135,EMS_0241,Logic IC,,29,7111877,74.23161606699794,527926122.97971314,4,0,Multi-sourced,Direct
7728,OSAT_0094,EMS_0241,Logic IC,HUB_026,57,4316417,104.28528236305118,450138765.6416743,4,0,Multi-sourced,Crosses a hub
7729,OSAT_0108,EMS_0241,Logic IC,HUB_024,43,3166814,62.60318475312184,198252641.9207728,4,0,Multi-sourced,Crosses a hub
7730,OSAT_0115,EMS_0241,Logic IC,HUB_007,38,6904750,55.09275568074227,380401704.7866052,4,0,Multi-sourced,Crosses a hub
7731,OSAT_0103,EMS_0241,Memory IC,HUB_024,41,11367470,26.260385047167528,298514139.2121255,1,0,Multi-sourced,Crosses a hub
7732,OSAT_0128,EMS_0241,Memory IC,,31,24838166,19.807227913175346,491975214.9072828,1,0,Multi-sourced,Direct
7733,OSAT_0017,EMS_0241,Analog IC,HUB_010,77,7737948,9.172805402638657,70978691.219737,0,1,Sole-sourced,Crosses a hub
7734,OSAT_0133,EMS_0241,Power IC,,26,10498486,19.788069447985674,207744770.06670532,2,0,Multi-sourced,Direct
7735,OSAT_0002,EMS_0241,Power IC,HUB_026,39,51399451,17.820750410568,915976787.5112197,2,0,Multi-sourced,Crosses a hub
7736,OSAT_0013,EMS_0241,Power IC,,32,5608197,15.953878523449408,89472493.6735734,2,0,Multi-sourced,Direct
7737,OSAT_0129,EMS_0241,RF IC,HUB_012,23,10440625,25.364712258033528,264823448.9190313,3,0,Multi-sourced,Crosses a hub
7738,OSAT_0044,EMS_0241,RF IC,HUB_000,58,17615687,22.681396671178096,399548384.48231524,3,0,Multi-sourced,Crosses a hub
7739,OSAT_0092,EMS_0241,RF IC,,20,4694810,18.918400660528878,88818296.60505758,3,0,Multi-sourced,Direct
7740,OSAT_0018,EMS_0241,RF IC,,39,7577106,15.853198617898158,120121366.36686784,3,0,Multi-sourced,Direct
7741,REFINED_MATERIAL_0119,EMS_0241,Process gas,HUB_026,91,81692,36.668086635617954,2995489.3334369017,1,0,Multi-sourced,Crosses a hub
7742,REFINED_MATERIAL_0213,EMS_0241,Process gas,HUB_011,67,178494,50.175485420663094,8956023.094675839,1,0,Multi-sourced,Crosses a hub
7743,REFINED_MATERIAL_0047,EMS_0242,PCB laminate,HUB_011,60,5183978,10.697491508646946,55455560.63601258,1,0,Multi-sourced,Crosses a hub
7744,REFINED_MATERIAL_0127,EMS_0242,PCB laminate,,63,7093526,13.884470535161112,98489852.73739927,1,0,Multi-sourced,Direct
7745,OSAT_0068,EMS_0242,Memory IC,,25,59384086,24.144199092016834,1433781195.2814496,1,0,Multi-sourced,Direct
7746,OSAT_0040,EMS_0242,Memory IC,HUB_026,56,47126701,18.315579798211537,863152852.7919555,1,0,Multi-sourced,Crosses a hub
7747,OSAT_0026,EMS_0242,Analog IC,HUB_036,34,24369818,11.008660114552995,268279043.41551566,1,0,Multi-sourced,Crosses a hub
7748,OSAT_0126,EMS_0242,Analog IC,HUB_031,81,7458039,9.809680084898979,73160976.6506999,1,0,Multi-sourced,Crosses a hub
7749,OSAT_0029,EMS_0242,Power IC,,39,10543761,11.716004083015616,123530746.9263408,2,0,Multi-sourced,Direct
7750,OSAT_0064,EMS_0242,Power IC,,25,35919249,12.413827320749768,445895354.5770138,2,0,Multi-sourced,Direct
7751,OSAT_0053,EMS_0242,Power IC,,27,9928727,15.719641042231457,156076024.4463116,2,0,Multi-sourced,Direct
7752,OSAT_0092,EMS_0242,RF IC,,38,44535095,22.369625195166222,996233383.1811212,3,0,Multi-sourced,Direct
7753,OSAT_0129,EMS_0242,RF IC,HUB_012,31,4064492,19.973073296219265,81180396.62789683,3,0,Multi-sourced,Crosses a hub
7754,OSAT_0044,EMS_0242,RF IC,,20,5925765,32.731298847872935,193957985.11726576,3,0,Multi-sourced,Direct
7755,OSAT_0146,EMS_0242,RF IC,,37,2842304,13.572361875556659,38576778.4483422,3,0,Multi-sourced,Direct
7756,REFINED_MATERIAL_0320,EMS_0243,PCB laminate,,36,1781662,21.313346778788965,37973180.048590705,1,0,Multi-sourced,Direct
7757,REFINED_MATERIAL_0028,EMS_0243,PCB laminate,HUB_011,62,964981,19.379178500007715,18700539.048115946,1,0,Multi-sourced,Crosses a hub
7758,OSAT_0164,EMS_0243,Power IC,HUB_028,23,46717767,12.679728037939242,592368580.0998126,1,0,Multi-sourced,Crosses a hub
7759,OSAT_0052,EMS_0243,Power IC,,24,11861051,23.566328410989573,279521423.1654963,1,0,Multi-sourced,Direct
7760,REFINED_MATERIAL_0130,EMS_0244,PCB laminate,,50,1119905,15.14365732539862,16959457.55700054,1,0,Multi-sourced,Direct
7761,REFINED_MATERIAL_0127,EMS_0244,PCB laminate,,31,1781364,14.083026145032647,25086995.785819937,1,0,Multi-sourced,Direct
7762,OSAT_0138,EMS_0244,Logic IC,,30,14832549,81.32383634774075,1206239787.4958458,3,0,Multi-sourced,Direct
7763,OSAT_0089,EMS_0244,Logic IC,HUB_019,28,13414687,59.31151412308984,795645397.4573298,3,0,Multi-sourced,Crosses a hub
7764,OSAT_0135,EMS_0244,Logic IC,,22,27088239,52.86590813056683,1432044354.3928375,3,0,Multi-sourced,Direct
7765,OSAT_0096,EMS_0244,Logic IC,HUB_034,68,10220137,52.053397152900324,531992850.21805125,3,0,Multi-sourced,Crosses a hub
7766,OSAT_0119,EMS_0244,Analog IC,,25,7923834,7.48367537663902,59299401.39437507,1,0,Multi-sourced,Direct
7767,OSAT_0162,EMS_0244,Analog IC,HUB_027,53,37516576,9.446424813762002,354397514.453788,1,0,Multi-sourced,Crosses a hub
7768,OSAT_0129,EMS_0244,RF IC,,29,18274992,16.206458820268594,296172905.288738,1,0,Multi-sourced,Direct
7769,OSAT_0044,EMS_0244,RF IC,HUB_013,66,2869816,19.900664312612534,57111244.85496445,1,0,Multi-sourced,Crosses a hub
7770,REFINED_MATERIAL_0116,EMS_0245,PCB laminate,HUB_011,56,10485181,28.00487003961842,293636131.2468763,0,1,Sole-sourced,Crosses a hub
7771,OSAT_0011,EMS_0245,MEMS sensor,HUB_011,35,10121561,12.287622370567101,124369919.36865953,2,0,Multi-sourced,Crosses a hub
7772,OSAT_0085,EMS_0245,MEMS sensor,HUB_023,53,34368115,6.94769637088021,238779227.8594937,2,0,Multi-sourced,Crosses a hub
7773,OSAT_0056,EMS_0245,MEMS sensor,,22,28323738,8.612416904261865,243935839.94308415,2,0,Multi-sourced,Direct
7774,REFINED_MATERIAL_0179,EMS_0246,PCB laminate,HUB_011,72,14288349,18.051179073779224,257921546.4676543,3,0,Multi-sourced,Crosses a hub
7775,REFINED_MATERIAL_0320,EMS_0246,PCB laminate,HUB_031,98,7791168,12.115251197707915,94391957.44354358,3,0,Multi-sourced,Crosses a hub
7776,REFINED_MATERIAL_0127,EMS_0246,PCB laminate,HUB_024,45,4278263,9.809499485632196,41967618.69789926,3,0,Multi-sourced,Crosses a hub
7777,REFINED_MATERIAL_0047,EMS_0246,PCB laminate,HUB_031,48,5682512,17.649781423471225,100295094.73625232,3,0,Multi-sourced,Crosses a hub
7778,OSAT_0056,EMS_0246,MEMS sensor,,23,31824269,10.559107631299971,336035881.6584431,0,1,Sole-sourced,Direct
7779,OSAT_0061,EMS_0246,Analog IC,HUB_028,43,12363852,10.634976668619055,131489277.55425905,1,0,Multi-sourced,Crosses a hub
7780,OSAT_0051,EMS_0246,Analog IC,,23,76456473,6.222245652752164,475730956.74901325,1,0,Multi-sourced,Direct
7781,REFINED_MATERIAL_0223,EMS_0246,Process gas,HUB_031,78,79802,33.24059394046911,2652665.877637316,0,1,Sole-sourced,Crosses a hub
7782,REFINED_MATERIAL_0324,EMS_0247,PCB laminate,HUB_034,58,5651461,15.101483986870164,85345447.79392125,1,0,Multi-sourced,Crosses a hub
7783,REFINED_MATERIAL_0153,EMS_0247,PCB laminate,,38,3295817,11.266979754680214,37133903.41413088,1,0,Multi-sourced,Direct
7784,OSAT_0113,EMS_0247,Logic IC,HUB_011,35,4624990,63.541019834913705,293876581.32627755,0,1,Sole-sourced,Crosses a hub
7785,OSAT_0017,EMS_0247,Analog IC,HUB_011,46,25547108,11.18991657141818,285870007.16100997,2,0,Multi-sourced,Crosses a hub
7786,OSAT_0162,EMS_0247,Analog IC,,28,109169802,10.541071166645208,1150766652.1305664,2,0,Multi-sourced,Direct
7787,OSAT_0074,EMS_0247,Analog IC,,20,16217611,8.598764370541943,139451415.6421091,2,0,Multi-sourced,Direct
7788,OSAT_0064,EMS_0247,Power IC,HUB_034,65,12076634,13.176084907640623,159122754.9824996,1,0,Multi-sourced,Crosses a hub
7789,OSAT_0161,EMS_0247,Power IC,HUB_031,56,176660307,9.082144480868914,1604454432.208658,1,0,Multi-sourced,Crosses a hub
7790,OSAT_0044,EMS_0247,RF IC,HUB_023,68,587779,25.96999152608743,15264615.649212144,2,0,Multi-sourced,Crosses a hub
7791,OSAT_0018,EMS_0247,RF IC,HUB_031,46,7559155,17.35888762861134,131218522.21225554,2,0,Multi-sourced,Crosses a hub
7792,OSAT_0129,EMS_0247,RF IC,,26,10107600,21.2440683186656,214726544.93774444,2,0,Multi-sourced,Direct
7793,REFINED_MATERIAL_0153,EMS_0248,PCB laminate,HUB_026,52,5393760,10.442086949309148,56322110.90370571,1,0,Multi-sourced,Crosses a hub
7794,REFINED_MATERIAL_0028,EMS_0248,PCB laminate,HUB_011,68,5300676,16.43971275957398,87141590.87156756,1,0,Multi-sourced,Crosses a hub
7795,OSAT_0089,EMS_0248,Logic IC,HUB_011,24,4779272,61.556261139969635,294194115.29094493,1,0,Multi-sourced,Crosses a hub
7796,OSAT_0135,EMS_0248,Logic IC,,20,17540334,46.439744477789354,814568629.0150808,1,0,Multi-sourced,Direct
7797,OSAT_0017,EMS_0248,Analog IC,HUB_010,65,50077648,11.658020054687697,583806224.6755912,3,0,Multi-sourced,Crosses a hub
7798,OSAT_0051,EMS_0248,Analog IC,,36,223812828,8.57869090904154,1920021072.890478,3,0,Multi-sourced,Direct
7799,OSAT_0039,EMS_0248,Analog IC,HUB_034,78,27594553,8.54636564558792,235833139.7645551,3,0,Multi-sourced,Crosses a hub
7800,OSAT_0162,EMS_0248,Analog IC,,20,24062224,6.418138303903463,154434681.5315052,3,0,Multi-sourced,Direct
7801,OSAT_0064,EMS_0248,Power IC,HUB_011,35,25700984,18.676889699650204,480014443.34047467,1,0,Multi-sourced,Crosses a hub
7802,OSAT_0002,EMS_0248,Power IC,HUB_026,61,30988346,12.317117808677557,381687108.37806195,1,0,Multi-sourced,Crosses a hub
7803,OSAT_0132,EMS_0248,RF IC,HUB_024,48,11206749,20.422863820275506,228873908.6950087,2,0,Multi-sourced,Crosses a hub
7804,OSAT_0092,EMS_0248,RF IC,HUB_010,65,18296110,22.983430342190108,420507369.71804786,2,0,Multi-sourced,Crosses a hub
7805,OSAT_0046,EMS_0248,RF IC,,27,11401522,17.415381038295244,198561850.04650608,2,0,Multi-sourced,Direct
7806,REFINED_MATERIAL_0176,EMS_0249,PCB laminate,HUB_019,49,6785978,14.993206239565136,101743567.69115174,2,0,Multi-sourced,Crosses a hub
7807,REFINED_MATERIAL_0340,EMS_0249,PCB laminate,,32,2148386,17.82328121899454,38291287.84495081,2,0,Multi-sourced,Direct
7808,REFINED_MATERIAL_0028,EMS_0249,PCB laminate,,42,2661227,17.727256676431146,47176254.10324883,2,0,Multi-sourced,Direct
7809,OSAT_0079,EMS_0249,Logic IC,HUB_026,50,6259711,73.28508152426318,458743430.953327,1,0,Multi-sourced,Crosses a hub
7810,OSAT_0100,EMS_0249,Logic IC,,35,19891452,57.93078200694909,1152327369.6136913,1,0,Multi-sourced,Direct
7811,OSAT_0061,EMS_0249,Analog IC,HUB_026,77,31806678,6.802056067975261,216350807.09203523,1,0,Multi-sourced,Crosses a hub
7812,OSAT_0162,EMS_0249,Analog IC,HUB_024,28,99141887,9.847373198638824,976287160.9062788,1,0,Multi-sourced,Crosses a hub
7813,OSAT_0164,EMS_0249,Power IC,HUB_026,52,34212133,11.974161318458325,409661599.59055156,0,1,Sole-sourced,Crosses a hub
7814,OSAT_0092,EMS_0249,RF IC,HUB_000,53,37614506,20.334543167136705,764873795.9675226,2,0,Multi-sourced,Crosses a hub
7815,OSAT_0073,EMS_0249,RF IC,HUB_031,68,7593391,17.929554506919814,136146117.82685435,2,0,Multi-sourced,Crosses a hub
7816,OSAT_0044,EMS_0249,RF IC,HUB_023,56,9976669,26.85631450074664,267936560.3338495,2,0,Multi-sourced,Crosses a hub
7817,REFINED_MATERIAL_0320,EMS_0250,PCB laminate,HUB_031,96,1507151,20.1807030191291,30415366.735983443,0,1,Sole-sourced,Crosses a hub
7818,OSAT_0067,EMS_0250,Power IC,HUB_026,80,26960841,10.24488679149918,276210763.84860957,1,0,Multi-sourced,Crosses a hub
7819,OSAT_0114,EMS_0250,Power IC,,34,21416524,12.43515782638703,266317856.03260568,1,0,Multi-sourced,Direct
7820,OSAT_0051,EMS_0250,Analog IC,,39,7757550,7.92507345147125,61479153.55346079,1,0,Multi-sourced,Direct
7821,OSAT_0024,EMS_0250,Analog IC,HUB_036,27,57000029,9.368531066602351,534006542.48373497,1,0,Multi-sourced,Crosses a hub
7822,REFINED_MATERIAL_0127,EMS_0251,PCB laminate,,61,5335639,21.493211115945513,114680015.4654724,1,0,Multi-sourced,Direct
7823,REFINED_MATERIAL_0028,EMS_0251,PCB laminate,HUB_011,66,18819812,19.80803301248538,372783457.38476855,1,0,Multi-sourced,Crosses a hub
7824,OSAT_0002,EMS_0251,Power IC,,27,23875594,11.983869244264891,286121996.6251554,2,0,Multi-sourced,Direct
7825,OSAT_0161,EMS_0251,Power IC,HUB_011,33,47173962,12.11477284813352,571501833.9764824,2,0,Multi-sourced,Crosses a hub
7826,OSAT_0133,EMS_0251,Power IC,HUB_031,67,17067473,19.780082653622582,337596026.6284718,2,0,Multi-sourced,Crosses a hub
7827,OSAT_0024,EMS_0251,Analog IC,HUB_015,58,7493520,9.11901739398607,68333539.2221825,3,0,Multi-sourced,Crosses a hub
7828,OSAT_0162,EMS_0251,Analog IC,,35,131903576,6.346780265189782,837163013.0647606,3,0,Multi-sourced,Direct
7829,OSAT_0061,EMS_0251,Analog IC,,33,58371819,6.780123153725921,395768121.52699864,3,0,Multi-sourced,Direct
7830,OSAT_0076,EMS_0251,Analog IC,HUB_010,64,5232056,10.068496189078997,52678935.8970479,3,0,Multi-sourced,Crosses a hub
7831,REFINED_MATERIAL_0331,EMS_0252,PCB laminate,,40,1287081,20.204412432351695,26004715.357843652,1,0,Multi-sourced,Direct
7832,REFINED_MATERIAL_0320,EMS_0252,PCB laminate,,47,7084604,15.453818103632688,109484181.55226856,1,0,Multi-sourced,Direct
7833,OSAT_0133,EMS_0252,Power IC,,29,22244798,14.951501685009614,332593134.7796985,3,0,Multi-sourced,Direct
7834,OSAT_0002,EMS_0252,Power IC,HUB_000,43,30814304,9.947112015946303,306513333.5814222,3,0,Multi-sourced,Crosses a hub
7835,OSAT_0131,EMS_0252,Power IC,,23,18173143,11.038915446954348,200611788.98241028,3,0,Multi-sourced,Direct
7836,OSAT_0029,EMS_0252,Power IC,HUB_002,69,14364513,19.811267653991415,284579211.76223916,3,0,Multi-sourced,Crosses a hub
7837,OSAT_0024,EMS_0252,Analog IC,,27,23151899,9.41955374984356,218080557.04144937,1,0,Multi-sourced,Direct
7838,OSAT_0039,EMS_0252,Analog IC,,26,114810018,9.267677607910285,1064022232.9823767,1,0,Multi-sourced,Direct
7839,REFINED_MATERIAL_0153,EMS_0253,PCB laminate,,33,2255643,15.855909321212684,35765270.86902814,1,0,Multi-sourced,Direct
7840,REFINED_MATERIAL_0118,EMS_0253,PCB laminate,,47,2112425,10.915342750233826,23057842.90916269,1,0,Multi-sourced,Direct
7841,OSAT_0089,EMS_0253,Logic IC,,35,63513698,56.30838976171705,3576354062.191989,1,0,Multi-sourced,Direct
7842,OSAT_0135,EMS_0253,Logic IC,HUB_026,50,8311889,62.79808652801387,521970724.63324666,1,0,Multi-sourced,Crosses a hub
7843,OSAT_0039,EMS_0253,Analog IC,,26,27672490,9.387941093031145,259787706.01749343,3,0,Multi-sourced,Direct
7844,OSAT_0162,EMS_0253,Analog IC,,26,35933958,5.944861860875939,213622416.42451784,3,0,Multi-sourced,Direct
7845,OSAT_0017,EMS_0253,Analog IC,,34,23145685,7.638117989845521,176789472.98579764,3,0,Multi-sourced,Direct
7846,OSAT_0119,EMS_0253,Analog IC,,33,17897516,7.99661617946603,143119566.01785216,3,0,Multi-sourced,Direct
7847,OSAT_0064,EMS_0253,Power IC,,32,11054060,13.00918497972165,143804311.31694192,0,1,Sole-sourced,Direct
7848,REFINED_MATERIAL_0340,EMS_0254,PCB laminate,,30,4760725,12.160400093374626,57892320.73453092,4,0,Multi-sourced,Direct
7849,REFINED_MATERIAL_0116,EMS_0254,PCB laminate,HUB_011,68,7686752,15.946859438072101,122579553.6793196,4,0,Multi-sourced,Crosses a hub
7850,REFINED_MATERIAL_0039,EMS_0254,PCB laminate,HUB_012,59,1193403,16.23973504604659,19380548.52315714,4,0,Multi-sourced,Crosses a hub
7851,REFINED_MATERIAL_0244,EMS_0254,PCB laminate,HUB_015,69,1002181,17.124410364467614,17161758.703472517,4,0,Multi-sourced,Crosses a hub
7852,REFINED_MATERIAL_0167,EMS_0254,PCB laminate,,47,1550057,12.555677446119097,19462015.71509903,4,0,Multi-sourced,Direct
7853,OSAT_0056,EMS_0254,MEMS sensor,HUB_026,62,8293815,10.497292608993346,87062602.89985815,1,0,Multi-sourced,Crosses a hub
7854,OSAT_0117,EMS_0254,MEMS sensor,HUB_036,39,23477328,10.313042713350804,242122686.4593468,1,0,Multi-sourced,Crosses a hub
7855,REFINED_MATERIAL_0320,EMS_0255,PCB laminate,HUB_031,73,4647962,13.3055626724844,61843749.69032594,4,0,Multi-sourced,Crosses a hub
7856,REFINED_MATERIAL_0049,EMS_0255,PCB laminate,HUB_036,56,3762466,14.650450026593752,55121820.10975809,4,0,Multi-sourced,Crosses a hub
7857,REFINED_MATERIAL_0028,EMS_0255,PCB laminate,HUB_031,79,2522184,13.262343933016327,33450071.67035085,4,0,Multi-sourced,Crosses a hub
7858,REFINED_MATERIAL_0291,EMS_0255,PCB laminate,HUB_026,82,3240006,15.206439789909133,49268956.15794433,4,0,Multi-sourced,Crosses a hub
7859,REFINED_MATERIAL_0378,EMS_0255,PCB laminate,,33,2427894,15.65180480020971,38000922.96360035,4,0,Multi-sourced,Direct
7860,OSAT_0089,EMS_0255,Logic IC,HUB_023,68,105219307,60.09530035062985,6323185856.85013,1,0,Multi-sourced,Crosses a hub
7861,OSAT_0135,EMS_0255,Logic IC,HUB_012,29,9715665,54.37051279692968,528245688.2131818,1,0,Multi-sourced,Crosses a hub
7862,OSAT_0039,EMS_0255,Analog IC,,29,42110438,10.294134498253538,433490512.55236673,1,0,Multi-sourced,Direct
7863,OSAT_0051,EMS_0255,Analog IC,,39,66917362,7.659408051734854,512547381.3036559,1,0,Multi-sourced,Direct
7864,OSAT_0092,EMS_0255,RF IC,HUB_019,25,5865226,20.002929305805782,117321701.04057403,2,0,Multi-sourced,Crosses a hub
7865,OSAT_0044,EMS_0255,RF IC,,31,2329629,12.535748431036135,29203643.08164628,2,0,Multi-sourced,Direct
7866,OSAT_0062,EMS_0255,RF IC,,27,3431416,18.195840254573422,62437497.38298731,2,0,Multi-sourced,Direct
7867,REFINED_MATERIAL_0320,EMS_0256,PCB laminate,,30,2026458,14.782698117496563,29956516.86178585,1,0,Multi-sourced,Direct
7868,REFINED_MATERIAL_0116,EMS_0256,PCB laminate,HUB_031,94,14389177,12.08037662214942,173826677.44277012,1,0,Multi-sourced,Crosses a hub
7869,OSAT_0135,EMS_0256,Logic IC,HUB_012,42,8323980,45.88195998300114,381920517.25930184,3,0,Multi-sourced,Crosses a hub
7870,OSAT_0089,EMS_0256,Logic IC,,21,49808805,74.84603762945467,3727991693.30817,3,0,Multi-sourced,Direct
7871,OSAT_0108,EMS_0256,Logic IC,,34,2774742,58.862751099124004,163328947.71028554,3,0,Multi-sourced,Direct
7872,OSAT_0048,EMS_0256,Logic IC,HUB_036,37,12315164,72.1667898105983,888745851.871047,3,0,Multi-sourced,Crosses a hub
7873,OSAT_0040,EMS_0256,Memory IC,HUB_026,82,42070960,36.77822380980746,1547295182.773457,0,1,Sole-sourced,Crosses a hub
7874,OSAT_0039,EMS_0256,Analog IC,,39,52823349,10.0601478490432,531410700.8216083,2,0,Multi-sourced,Direct
7875,OSAT_0024,EMS_0256,Analog IC,HUB_015,56,54039713,7.277092879390487,393252010.6766055,2,0,Multi-sourced,Crosses a hub
7876,OSAT_0118,EMS_0256,Analog IC,HUB_026,59,12567759,9.318672908685269,117114835.31618546,2,0,Multi-sourced,Crosses a hub
7877,OSAT_0136,EMS_0256,Power IC,,33,4342288,20.392668476261132,88550839.612447,1,0,Multi-sourced,Direct
7878,OSAT_0036,EMS_0256,Power IC,HUB_027,55,18200905,16.456077144081945,299515496.77210677,1,0,Multi-sourced,Crosses a hub
7879,REFINED_MATERIAL_0312,EMS_0257,PCB laminate,HUB_031,65,3065367,15.489755956199314,47481786.74618682,3,0,Multi-sourced,Crosses a hub
7880,REFINED_MATERIAL_0042,EMS_0257,PCB laminate,,50,979916,17.466002238388562,17115215.049432766,3,0,Multi-sourced,Direct
7881,REFINED_MATERIAL_0274,EMS_0257,PCB laminate,HUB_026,75,9730167,17.115411551796036,166535812.67270458,3,0,Multi-sourced,Crosses a hub
7882,REFINED_MATERIAL_0028,EMS_0257,PCB laminate,HUB_031,69,10433304,14.77365972062686,154138083.0578551,3,0,Multi-sourced,Crosses a hub
7883,OSAT_0064,EMS_0257,Power IC,,35,25066400,12.592453486944564,315647476.0851472,2,0,Multi-sourced,Direct
7884,OSAT_0053,EMS_0257,Power IC,,37,30749328,13.629509686812632,419098263.8389789,2,0,Multi-sourced,Direct
7885,OSAT_0066,EMS_0257,Power IC,HUB_024,38,11623368,11.3019964837809,131367264.26569144,2,0,Multi-sourced,Crosses a hub
7886,REFINED_MATERIAL_0127,EMS_0258,PCB laminate,,43,2399640,11.622756319334362,27890430.97412751,1,0,Multi-sourced,Direct
7887,REFINED_MATERIAL_0291,EMS_0258,PCB laminate,HUB_012,64,5691191,14.755733941282434,83977700.20502111,1,0,Multi-sourced,Crosses a hub
7888,OSAT_0094,EMS_0258,Logic IC,HUB_026,58,5943416,54.30089352621334,322732799.3979928,3,0,Multi-sourced,Crosses a hub
7889,OSAT_0048,EMS_0258,Logic IC,HUB_015,62,2467601,38.69909961787595,95493936.91617031,3,0,Multi-sourced,Crosses a hub
7890,OSAT_0089,EMS_0258,Logic IC,,25,12253728,58.203493906848344,713209782.984177,3,0,Multi-sourced,Direct
7891,OSAT_0079,EMS_0258,Logic IC,,34,29016061,41.72808022206599,1210784521.1363604,3,0,Multi-sourced,Direct
7892,OSAT_0128,EMS_0258,Memory IC,,23,23683060,22.09702389027335,523325142.61477715,0,1,Sole-sourced,Direct
7893,OSAT_0039,EMS_0258,Analog IC,,25,23468044,11.91342181371993,279584707.31493914,0,1,Sole-sourced,Direct
7894,OSAT_0044,EMS_0258,RF IC,,31,7882241,23.00257811045959,181311864.28796712,0,1,Sole-sourced,Direct
7895,REFINED_MATERIAL_0127,EMS_0259,PCB laminate,HUB_026,73,3257447,13.691701123541108,44599990.74977561,1,0,Multi-sourced,Crosses a hub
7896,REFINED_MATERIAL_0028,EMS_0259,PCB laminate,HUB_000,71,8747103,13.258076381857169,115969759.69397199,1,0,Multi-sourced,Crosses a hub
7897,OSAT_0131,EMS_0259,Power IC,,36,7785811,13.191116687198072,102703541.40547031,3,0,Multi-sourced,Direct
7898,OSAT_0002,EMS_0259,Power IC,HUB_026,57,9080862,10.548562563734215,95790040.93963662,3,0,Multi-sourced,Crosses a hub
7899,OSAT_0144,EMS_0259,Power IC,HUB_024,31,13156052,13.768975327668649,181145355.3975258,3,0,Multi-sourced,Crosses a hub
7900,OSAT_0036,EMS_0259,Power IC,HUB_026,80,35793458,15.53808137221669,556161662.9970205,3,0,Multi-sourced,Crosses a hub
7901,REFINED_MATERIAL_0116,EMS_0260,PCB laminate,HUB_031,61,4695698,11.54498122848244,54211745.26462254,0,1,Sole-sourced,Crosses a hub
7902,OSAT_0108,EMS_0260,Logic IC,,28,12104413,43.55187883063107,527169928.2919155,2,0,Multi-sourced,Direct
7903,OSAT_0048,EMS_0260,Logic IC,,27,2984328,51.53860032335223,153808088.0257891,2,0,Multi-sourced,Direct
7904,OSAT_0113,EMS_0260,Logic IC,,37,658365,59.51183854359775,39180511.58275573,2,0,Multi-sourced,Direct
7905,OSAT_0040,EMS_0260,Memory IC,HUB_026,53,24762017,18.66265145888474,462124892.6899787,1,0,Multi-sourced,Crosses a hub
7906,OSAT_0166,EMS_0260,Memory IC,,30,6814187,30.883868697034266,210448456.58503783,1,0,Multi-sourced,Direct
7907,OSAT_0024,EMS_0260,Analog IC,,21,207399407,8.231836784713249,1707278067.6703143,1,0,Multi-sourced,Direct
7908,OSAT_0162,EMS_0260,Analog IC,HUB_026,71,30829519,11.013326703145763,339535564.84783965,1,0,Multi-sourced,Crosses a hub
7909,OSAT_0002,EMS_0260,Power IC,HUB_026,63,177264018,11.198669504320527,1985121152.589925,2,0,Multi-sourced,Crosses a hub
7910,OSAT_0161,EMS_0260,Power IC,,22,26792488,11.606754310391398,310973825.58010983,2,0,Multi-sourced,Direct
7911,OSAT_0053,EMS_0260,Power IC,HUB_023,72,7375005,14.4229012132255,106368968.56204413,2,0,Multi-sourced,Crosses a hub
7912,OSAT_0044,EMS_0260,RF IC,HUB_010,60,17207583,16.551720496077934,284815104.2290622,1,0,Multi-sourced,Crosses a hub
7913,OSAT_0129,EMS_0260,RF IC,HUB_012,44,8920539,22.052894059951747,196723701.5246679,1,0,Multi-sourced,Crosses a hub
7914,REFINED_MATERIAL_0028,EMS_0261,PCB laminate,HUB_011,43,4532344,16.42588028405056,74447739.95013486,1,0,Multi-sourced,Crosses a hub
7915,REFINED_MATERIAL_0372,EMS_0261,PCB laminate,HUB_034,80,4900883,16.84185244933187,82539948.35743892,1,0,Multi-sourced,Crosses a hub
7916,OSAT_0002,EMS_0261,Power IC,,39,8667993,7.70154959878118,66756978.01138808,1,0,Multi-sourced,Direct
7917,OSAT_0090,EMS_0261,Power IC,HUB_026,67,21300071,11.970404305623964,254970461.60849613,1,0,Multi-sourced,Crosses a hub
7918,OSAT_0134,EMS_0261,Analog IC,HUB_011,44,55000370,9.622144000250005,529221480.20703036,2,0,Multi-sourced,Crosses a hub
